id;processo;0
2056;0000726-59.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2057;0000726-59.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2058;0000726-59.2014.5.19.0056;"Férias Proporcionais"
2059;0000726-59.2014.5.19.0056;"Saldo de Salário"
2060;0000726-59.2014.5.19.0056;"Verbas Rescisórias"
2061;0000714-45.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2062;0000714-45.2014.5.19.0056;"Aviso Prévio"
2063;0000714-45.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2064;0000714-45.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2065;0000714-45.2014.5.19.0056;"Férias Proporcionais"
2066;0000714-45.2014.5.19.0056;FGTS
2067;0000714-45.2014.5.19.0056;"Horas Extras"
2068;0000714-45.2014.5.19.0056;Reflexos
2069;0000714-45.2014.5.19.0056;"Norma Coletiva - Aplicabilidade / Cumprimento"
2070;0000714-45.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
2071;0000714-45.2014.5.19.0056;"Décimo Terceiro Salário"
2072;0000714-45.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
2073;0000714-45.2014.5.19.0056;Mínimo
2074;0000652-05.2014.5.19.0056;"Rescisão Indireta"
2075;0000652-05.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2076;0000652-05.2014.5.19.0056;"Aviso Prévio"
2077;0000652-05.2014.5.19.0056;"Multa de 40% do FGTS"
2078;0000652-05.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2079;0000652-05.2014.5.19.0056;"Liberação / Entrega das Guias"
2080;0000652-05.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2081;0000652-05.2014.5.19.0056;"Férias Proporcionais"
2082;0000652-05.2014.5.19.0056;"Saldo de Salário"
2083;0000652-05.2014.5.19.0056;FGTS
2084;0000652-05.2014.5.19.0056;"Verbas Rescisórias"
2085;0000652-05.2014.5.19.0056;Indenização
2086;0000649-50.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2087;0000649-50.2014.5.19.0056;"Aviso Prévio"
2088;0000649-50.2014.5.19.0056;"Multa de 40% do FGTS"
2089;0000649-50.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2090;0000649-50.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2091;0000649-50.2014.5.19.0056;"Férias Proporcionais"
2092;0000649-50.2014.5.19.0056;"Saldo de Salário"
2093;0000649-50.2014.5.19.0056;FGTS
2094;0000649-50.2014.5.19.0056;"Anotação / Baixa / Retificação"
2095;0000649-50.2014.5.19.0056;"Anotação na CTPS"
2096;0000649-50.2014.5.19.0056;"Verbas Rescisórias"
2097;0000649-50.2014.5.19.0056;Indenização
2098;0000650-35.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2099;0000650-35.2014.5.19.0056;"Aviso Prévio"
2100;0000650-35.2014.5.19.0056;"Multa de 40% do FGTS"
2101;0000650-35.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2102;0000650-35.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2103;0000650-35.2014.5.19.0056;"Férias Proporcionais"
2104;0000650-35.2014.5.19.0056;"Saldo de Salário"
2105;0000650-35.2014.5.19.0056;FGTS
2106;0000650-35.2014.5.19.0056;"Anotação / Baixa / Retificação"
2107;0000650-35.2014.5.19.0056;"Anotação na CTPS"
2108;0000650-35.2014.5.19.0056;"Verbas Rescisórias"
2109;0000650-35.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
2110;0000630-44.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2111;0000630-44.2014.5.19.0056;"Aviso Prévio"
2112;0000630-44.2014.5.19.0056;"Multa de 40% do FGTS"
2113;0000630-44.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2114;0000630-44.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2115;0000630-44.2014.5.19.0056;"Férias Proporcionais"
2116;0000630-44.2014.5.19.0056;"Saldo de Salário"
2117;0000630-44.2014.5.19.0056;FGTS
2118;0000630-44.2014.5.19.0056;"Horas Extras"
2119;0000630-44.2014.5.19.0056;"Verbas Rescisórias"
2120;0000630-44.2014.5.19.0056;Reflexos
2121;0000630-44.2014.5.19.0056;"Seguro Desemprego"
2122;0000089-07.2016.5.06.0281;Adjudicação
2123;0000055-22.2018.5.06.0391;"Indenização por Dano Moral"
2124;0000055-22.2018.5.06.0391;"Multa do Artigo 477 da CLT"
2125;0000055-22.2018.5.06.0391;"Salário Vencido / Retido"
2126;0000055-22.2018.5.06.0391;"Adicional de Insalubridade"
2127;0000055-22.2018.5.06.0391;"Aviso Prévio"
2128;0000055-22.2018.5.06.0391;"Multa de 40% do FGTS"
2129;0000055-22.2018.5.06.0391;"Décimo Terceiro Salário Proporcional"
2130;0000055-22.2018.5.06.0391;"Férias Proporcionais"
2131;0000055-22.2018.5.06.0391;FGTS
2132;0000055-22.2018.5.06.0391;"Anotação / Baixa / Retificação"
2133;0000055-22.2018.5.06.0391;Indenização
2134;0000055-22.2018.5.06.0391;"Indenização / Dobra / Terço Constitucional"
2135;0000069-06.2018.5.06.0391;"Indenização por Dano Moral"
2136;0000069-06.2018.5.06.0391;"Multa do Artigo 477 da CLT"
2137;0000069-06.2018.5.06.0391;"Salário Vencido / Retido"
2138;0000069-06.2018.5.06.0391;"Aviso Prévio"
2139;0000069-06.2018.5.06.0391;"Multa de 40% do FGTS"
2140;0000069-06.2018.5.06.0391;"Décimo Terceiro Salário Proporcional"
2141;0000069-06.2018.5.06.0391;"Férias Proporcionais"
2142;0000069-06.2018.5.06.0391;FGTS
2143;0000069-06.2018.5.06.0391;"Anotação / Baixa / Retificação"
2144;0000069-06.2018.5.06.0391;"Verbas Rescisórias"
2145;0000069-06.2018.5.06.0391;"Salário / Diferença Salarial"
2146;0000069-06.2018.5.06.0391;CTPS
2147;0000069-06.2018.5.06.0391;"Contrato Individual de Trabalho"
2148;0000069-06.2018.5.06.0391;"Responsabilidade Civil do Empregador"
2149;0000069-06.2018.5.06.0391;"DIREITO DO TRABALHO"
2150;0000069-06.2018.5.06.0391;"Remuneração, Verbas Indenizatórias e Benefícios"
2151;0000069-06.2018.5.06.0391;"Rescisão do Contrato de Trabalho"
2152;0000059-30.2018.5.20.0016;"Multa do Artigo 477 da CLT"
2153;0000059-30.2018.5.20.0016;"Aviso Prévio"
2154;0000059-30.2018.5.20.0016;"Multa de 40% do FGTS"
2155;0000059-30.2018.5.20.0016;"Multa do Artigo 467 da CLT"
2156;0000059-30.2018.5.20.0016;"Férias Proporcionais"
2157;0000059-30.2018.5.20.0016;"Saldo de Salário"
2158;0000059-30.2018.5.20.0016;"Reconhecimento de Relação de Emprego"
2159;0000059-30.2018.5.20.0016;Proporcional
2160;0000059-30.2018.5.20.0016;"Décimo Terceiro Salário"
2161;0000059-30.2018.5.20.0016;"Hora Extra - Integração"
2162;0000059-30.2018.5.20.0016;"Gratificação de Férias"
2163;0000060-15.2018.5.20.0016;"Multa do Artigo 477 da CLT"
2164;0000060-15.2018.5.20.0016;"Aviso Prévio"
2165;0000060-15.2018.5.20.0016;"Multa de 40% do FGTS"
2166;0000060-15.2018.5.20.0016;"Multa do Artigo 467 da CLT"
2167;0000060-15.2018.5.20.0016;"Férias Proporcionais"
2168;0000060-15.2018.5.20.0016;"Saldo de Salário"
2169;0000060-15.2018.5.20.0016;"Reconhecimento de Relação de Emprego"
2170;0000060-15.2018.5.20.0016;Proporcional
2171;0000060-15.2018.5.20.0016;"Décimo Terceiro Salário"
2172;0000060-15.2018.5.20.0016;"Gratificação de Férias"
2173;0000142-14.2018.5.06.0282;"Intimação / Notificação"
2174;0000259-80.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2175;0000259-80.2014.5.19.0056;"Aviso Prévio"
2176;0000259-80.2014.5.19.0056;"Multa de 40% do FGTS"
2177;0000259-80.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2178;0000259-80.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2179;0000259-80.2014.5.19.0056;"Férias Proporcionais"
2180;0000259-80.2014.5.19.0056;FGTS
2181;0000259-80.2014.5.19.0056;Reflexos
2182;0000259-80.2014.5.19.0056;Divisor
2183;0000259-80.2014.5.19.0056;"Despedida / Dispensa Imotivada"
2184;0000259-80.2014.5.19.0056;"Levantamento / Liberação"
2185;0000259-80.2014.5.19.0056;"Décimo Terceiro Salário"
2186;0000259-80.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
2187;0000968-48.2015.5.06.0281;"Multa de 40% do FGTS"
2188;0000968-48.2015.5.06.0281;"Verbas Rescisórias"
2189;0000968-48.2015.5.06.0281;Reflexos
2190;0000551-79.2018.5.19.0006;Citação
2191;0000738-03.2015.5.06.0282;"Multa de 40% do FGTS"
2192;0000738-03.2015.5.06.0282;"Verbas Rescisórias"
2193;0000738-03.2015.5.06.0282;Reflexos
2194;0000034-87.2015.5.06.0282;"Adicional de Insalubridade"
2195;0000034-87.2015.5.06.0282;"Aviso Prévio"
2196;0000034-87.2015.5.06.0282;"Multa de 40% do FGTS"
2197;0000034-87.2015.5.06.0282;Reflexos
2198;0000578-44.2018.5.08.0208;"Embargos de Terceiro"
2199;0000578-44.2018.5.08.0208;"Fazenda Pública"
2200;0000578-44.2018.5.08.0208;"Bem Público"
2201;0000578-44.2018.5.08.0208;"Penhora Online / BACEN JUD"
2202;0000578-44.2018.5.08.0208;"Ordem de Preferência"
2203;0000578-44.2018.5.08.0208;"Quebra da Ordem de Precedência"
2204;0000685-03.2018.5.19.0008;"Adicional de Hora Extra"
2205;0000510-27.2018.5.08.0101;Empreitada
2206;0000510-27.2018.5.08.0101;"DIREITO DO TRABALHO"
2207;0000510-27.2018.5.08.0101;"Outras Relações de Trabalho"
2208;0000526-38.2018.5.06.0391;"Multa do Artigo 477 da CLT"
2209;0000526-38.2018.5.06.0391;Contratuais
2210;0000526-38.2018.5.06.0391;"Multa de 40% do FGTS"
2211;0000526-38.2018.5.06.0391;"Horas Extras"
2212;0000526-38.2018.5.06.0391;"Anotação / Baixa / Retificação"
2213;0000526-38.2018.5.06.0391;"Verbas Rescisórias"
2214;0000526-38.2018.5.06.0391;Indenização
2215;0000526-38.2018.5.06.0391;"Seguro Desemprego"
2216;0000526-38.2018.5.06.0391;"Salário / Diferença Salarial"
2217;0000526-38.2018.5.06.0391;"Honorários Advocatícios"
2218;0000526-38.2018.5.06.0391;"Fruição / Gozo"
2219;0000526-38.2018.5.06.0391;CTPS
2220;0000526-38.2018.5.06.0391;"Duração do Trabalho"
2221;0000526-38.2018.5.06.0391;"Contrato Individual de Trabalho"
2222;0000526-38.2018.5.06.0391;Sucumbência
2223;0000526-38.2018.5.06.0391;"DIREITO DO TRABALHO"
2224;0000526-38.2018.5.06.0391;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
2225;0000526-38.2018.5.06.0391;"Partes e Procuradores"
2226;0000526-38.2018.5.06.0391;"Remuneração, Verbas Indenizatórias e Benefícios"
2227;0000526-38.2018.5.06.0391;Férias
2228;0000526-38.2018.5.06.0391;"Rescisão do Contrato de Trabalho"
2229;0000549-81.2018.5.06.0391;Intimação
2230;0000248-51.2014.5.19.0056;"Rescisão Indireta"
2231;0000248-51.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2232;0000248-51.2014.5.19.0056;"Aviso Prévio"
2233;0000248-51.2014.5.19.0056;"Multa de 40% do FGTS"
2234;0000248-51.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2235;0000248-51.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2236;0000248-51.2014.5.19.0056;"Férias Proporcionais"
2237;0000248-51.2014.5.19.0056;Reflexos
2238;0000248-51.2014.5.19.0056;Divisor
2239;0000248-51.2014.5.19.0056;"Norma Coletiva - Aplicabilidade / Cumprimento"
2240;0000248-51.2014.5.19.0056;"Décimo Terceiro Salário"
2241;0000248-51.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
2242;0000467-25.2018.5.19.0056;"Intimação / Notificação"
2243;0000027-30.2019.5.08.0208;"Bem Público"
2244;0000138-52.2014.5.19.0056;"Indenização por Dano Moral"
2245;0000138-52.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2246;0000138-52.2014.5.19.0056;"Aviso Prévio"
2247;0000138-52.2014.5.19.0056;"Multa de 40% do FGTS"
2248;0000138-52.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2249;0000138-52.2014.5.19.0056;"Liberação / Entrega das Guias"
2250;0000138-52.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2251;0000138-52.2014.5.19.0056;"Férias Proporcionais"
2252;0000138-52.2014.5.19.0056;"Saldo de Salário"
2253;0000138-52.2014.5.19.0056;FGTS
2254;0000138-52.2014.5.19.0056;"Horas Extras"
2255;0000138-52.2014.5.19.0056;"Anotação / Baixa / Retificação"
2256;0000138-52.2014.5.19.0056;"Anotação na CTPS"
2257;0000138-52.2014.5.19.0056;"Verbas Rescisórias"
2258;0000138-52.2014.5.19.0056;Reflexos
2259;0000138-52.2014.5.19.0056;Indenização
2260;0000138-52.2014.5.19.0056;"Seguro Desemprego"
2261;0000138-52.2014.5.19.0056;CTPS
2262;0000138-52.2014.5.19.0056;"Duração do Trabalho"
2263;0000138-52.2014.5.19.0056;"Contrato Individual de Trabalho"
2264;0000138-52.2014.5.19.0056;"Responsabilidade Civil do Empregador"
2265;0000138-52.2014.5.19.0056;"DIREITO DO TRABALHO"
2266;0000138-52.2014.5.19.0056;"Rescisão do Contrato de Trabalho"
2267;0000420-90.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2268;0000420-90.2014.5.19.0056;"Aviso Prévio"
2269;0000420-90.2014.5.19.0056;"Multa de 40% do FGTS"
2270;0000420-90.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2271;0000420-90.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2272;0000420-90.2014.5.19.0056;"Férias Proporcionais"
2273;0000420-90.2014.5.19.0056;"Saldo de Salário"
2274;0000420-90.2014.5.19.0056;"Verbas Rescisórias"
2275;0000420-90.2014.5.19.0056;Reflexos
2276;0000420-90.2014.5.19.0056;"Vale Transporte"
2277;0000420-90.2014.5.19.0056;Indenização
2278;0000420-90.2014.5.19.0056;Divisor
2279;0000420-90.2014.5.19.0056;"Norma Coletiva - Aplicabilidade / Cumprimento"
2280;0000420-90.2014.5.19.0056;"Levantamento / Liberação"
2281;0000420-90.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
2282;0000135-97.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2283;0000135-97.2014.5.19.0056;"Aviso Prévio"
2284;0000135-97.2014.5.19.0056;"Multa de 40% do FGTS"
2285;0000135-97.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2286;0000135-97.2014.5.19.0056;"Liberação / Entrega das Guias"
2287;0000135-97.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2288;0000135-97.2014.5.19.0056;"Férias Proporcionais"
2289;0000135-97.2014.5.19.0056;"Saldo de Salário"
2290;0000135-97.2014.5.19.0056;FGTS
2291;0000135-97.2014.5.19.0056;"Anotação / Baixa / Retificação"
2292;0000135-97.2014.5.19.0056;"Anotação na CTPS"
2293;0000135-97.2014.5.19.0056;"Verbas Rescisórias"
2294;0000135-97.2014.5.19.0056;Indenização
2295;0000359-35.2014.5.19.0056;"Indenização por Dano Moral"
2296;0000359-35.2014.5.19.0056;"Anotação na CTPS"
2297;0000359-35.2014.5.19.0056;"Responsabilidade Civil do Empregador"
2298;0000359-35.2014.5.19.0056;"DIREITO DO TRABALHO"
2299;0010273-13.2019.5.03.0083;"Multa do Artigo 477 da CLT"
2300;0010273-13.2019.5.03.0083;"Salário Vencido / Retido"
2301;0010273-13.2019.5.03.0083;"Aviso Prévio"
2302;0010273-13.2019.5.03.0083;"Multa do Artigo 467 da CLT"
2303;0010273-13.2019.5.03.0083;Reflexos
2304;0010273-13.2019.5.03.0083;"Adicional de Horas Extras"
2305;0010273-13.2019.5.03.0083;"Abono Pecuniário"
2306;0010273-13.2019.5.03.0083;"Feriado em Dobro"
2307;0010273-13.2019.5.03.0083;"Trabalho aos Domingos"
2308;0010273-13.2019.5.03.0083;"Décimo Terceiro Salário"
2309;0010273-13.2019.5.03.0083;"Correção Monetária"
2310;0010273-13.2019.5.03.0083;"Guias do Seguro Desemprego"
2311;0010625-67.2019.5.03.0148;"Atos Discriminatórios"
2312;0010625-67.2019.5.03.0148;"Dispensa Discriminatória"
2313;0000132-45.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2314;0000132-45.2014.5.19.0056;"Aviso Prévio"
2315;0000132-45.2014.5.19.0056;"Multa de 40% do FGTS"
2316;0000132-45.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2317;0000132-45.2014.5.19.0056;"Liberação / Entrega das Guias"
2318;0000132-45.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2319;0000132-45.2014.5.19.0056;"Férias Proporcionais"
2320;0000132-45.2014.5.19.0056;"Saldo de Salário"
2321;0000132-45.2014.5.19.0056;FGTS
2322;0000132-45.2014.5.19.0056;"Anotação / Baixa / Retificação"
2323;0000132-45.2014.5.19.0056;"Anotação na CTPS"
2324;0000132-45.2014.5.19.0056;"Verbas Rescisórias"
2325;0000132-45.2014.5.19.0056;Indenização
2326;0000627-12.2016.5.12.0025;"Aviso Prévio"
2327;0001079-74.2019.5.06.0351;"Avaliação / Reavaliação"
2328;0001079-74.2019.5.06.0351;"Constrição / Penhora / Avaliação / Indisponibilidade de Bens"
2329;0001079-74.2019.5.06.0351;"Liquidação / Cumprimento / Execução"
2330;0001079-74.2019.5.06.0351;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
2331;0000470-19.2014.5.19.0056;"Multa do Artigo 477 da CLT"
2332;0000470-19.2014.5.19.0056;"Aviso Prévio"
2333;0000470-19.2014.5.19.0056;"Multa de 40% do FGTS"
2334;0000470-19.2014.5.19.0056;"Multa do Artigo 467 da CLT"
2335;0000470-19.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2336;0000470-19.2014.5.19.0056;"Férias Proporcionais"
2337;0000470-19.2014.5.19.0056;FGTS
2338;0000470-19.2014.5.19.0056;"Horas Extras"
2339;0000470-19.2014.5.19.0056;"Verbas Rescisórias"
2340;0000470-19.2014.5.19.0056;Reflexos
2341;0000470-19.2014.5.19.0056;"Norma Coletiva - Aplicabilidade / Cumprimento"
2342;0000470-19.2014.5.19.0056;"Despedida / Dispensa Imotivada"
2343;0000470-19.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
2344;0000470-19.2014.5.19.0056;"Décimo Terceiro Salário"
2345;0000470-19.2014.5.19.0056;"Indenização / Dobra / Terço Constitucional"
2346;0000470-19.2014.5.19.0056;"Duração do Trabalho"
2347;0000470-19.2014.5.19.0056;"Contrato Individual de Trabalho"
2348;0000470-19.2014.5.19.0056;Prevalência
2349;0000470-19.2014.5.19.0056;"DIREITO DO TRABALHO"
2350;0000470-19.2014.5.19.0056;"Remuneração, Verbas Indenizatórias e Benefícios"
2351;0000470-19.2014.5.19.0056;Férias
2352;0000470-19.2014.5.19.0056;"Rescisão do Contrato de Trabalho"
2353;0000470-19.2014.5.19.0056;"Direito Coletivo"
2354;0000239-89.2014.5.19.0056;"Aviso Prévio"
2355;0000239-89.2014.5.19.0056;"Décimo Terceiro Salário Proporcional"
2356;0000239-89.2014.5.19.0056;FGTS
2357;0000239-89.2014.5.19.0056;"Anotação / Baixa / Retificação"
2358;0000239-89.2014.5.19.0056;"Verbas Rescisórias"
2359;0000239-89.2014.5.19.0056;"Tomador de Serviços / Terceirização"
2360;0000239-89.2014.5.19.0056;"Ente Público"
2361;0000239-89.2014.5.19.0056;"Abono Pecuniário"
2362;0000239-89.2014.5.19.0056;"Depósito / Diferença de Recolhimento"
2363;0000239-89.2014.5.19.0056;CTPS
2364;0000239-89.2014.5.19.0056;"Contrato Individual de Trabalho"
2365;0000239-89.2014.5.19.0056;"DIREITO DO TRABALHO"
2366;0000239-89.2014.5.19.0056;Férias
2367;0000239-89.2014.5.19.0056;"Responsabilidade Solidária / Subsidiária"
2368;0000239-89.2014.5.19.0056;"Rescisão do Contrato de Trabalho"
2369;0000069-49.2016.5.19.0056;"Indenização por Dano Moral"
2370;0000026-77.2014.5.19.0058;"Aviso Prévio"
2371;0000026-77.2014.5.19.0058;"Verbas Rescisórias"
2372;0000026-77.2014.5.19.0058;"DIREITO DO TRABALHO"
2373;0000026-77.2014.5.19.0058;"Rescisão do Contrato de Trabalho"
2374;0020146-56.2020.5.04.0024;"Indenização por Dano Moral"
2375;0020146-56.2020.5.04.0024;"Multa do Artigo 477 da CLT"
2376;0020146-56.2020.5.04.0024;"Multa do Artigo 467 da CLT"
2377;0020146-56.2020.5.04.0024;"Liberação / Entrega das Guias"
2378;0020146-56.2020.5.04.0024;FGTS
2379;0020146-56.2020.5.04.0024;"Horas Extras"
2380;0020146-56.2020.5.04.0024;"Integração em Verbas Rescisórias"
2381;0020146-56.2020.5.04.0024;"Verbas Rescisórias"
2382;0020146-56.2020.5.04.0024;"Adicional de Horas Extras"
2383;0020146-56.2020.5.04.0024;"Seguro Desemprego"
2384;0020146-56.2020.5.04.0024;"Levantamento / Liberação"
2385;0020146-56.2020.5.04.0024;"Salário / Diferença Salarial"
2386;0020146-56.2020.5.04.0024;"Honorários Advocatícios"
2387;0020146-56.2020.5.04.0024;"Duração do Trabalho"
2388;0020146-56.2020.5.04.0024;"Contrato Individual de Trabalho"
2389;0020146-56.2020.5.04.0024;Sucumbência
2390;0020146-56.2020.5.04.0024;"Responsabilidade Civil do Empregador"
2391;0020146-56.2020.5.04.0024;"DIREITO DO TRABALHO"
2392;0020146-56.2020.5.04.0024;"DIREITO PROCESSUAL CIVIL E DO TRABALHO"
2393;0020146-56.2020.5.04.0024;"Partes e Procuradores"
2394;0020146-56.2020.5.04.0024;"Remuneração, Verbas Indenizatórias e Benefícios"
2395;0020146-56.2020.5.04.0024;"Rescisão do Contrato de Trabalho"
2396;0000199-41.2020.5.08.0109;Subempreitada
2397;0000199-41.2020.5.08.0109;Empreitada
2398;0000199-41.2020.5.08.0109;"DIREITO DO TRABALHO"
2399;0000199-41.2020.5.08.0109;"Responsabilidade Solidária / Subsidiária"
2400;0000199-41.2020.5.08.0109;"Outras Relações de Trabalho"
2401;0000198-56.2020.5.08.0109;Subempreitada
2402;0000198-56.2020.5.08.0109;Empreitada
2403;0000198-56.2020.5.08.0109;"DIREITO DO TRABALHO"
2404;0000198-56.2020.5.08.0109;"Responsabilidade Solidária / Subsidiária"
2405;0000198-56.2020.5.08.0109;"Outras Relações de Trabalho"
2406;0000565-93.2014.5.19.0009;"Rescisão Indireta"
2407;0000565-93.2014.5.19.0009;"Aviso Prévio"
2408;0000565-93.2014.5.19.0009;"Multa de 40% do FGTS"
2409;0000565-93.2014.5.19.0009;"Multa do Artigo 467 da CLT"
2410;0000565-93.2014.5.19.0009;"Décimo Terceiro Salário Proporcional"
2411;0000565-93.2014.5.19.0009;"Férias Proporcionais"
2412;0000565-93.2014.5.19.0009;"Saldo de Salário"
2413;0000565-93.2014.5.19.0009;"Verbas Rescisórias"
2414;0000565-93.2014.5.19.0009;"Expurgos Inflacionários"
2415;0000565-93.2014.5.19.0009;"Indenização Adicional"
2416;0000565-93.2014.5.19.0009;"DIREITO DO TRABALHO"
2417;0000565-93.2014.5.19.0009;"Rescisão do Contrato de Trabalho"
2418;0010274-70.2020.5.15.0069;"Multa do Artigo 477 da CLT"
2419;0010274-70.2020.5.15.0069;"Indenizado - Efeitos"
2420;0010274-70.2020.5.15.0069;"Aviso Prévio"
2421;0010274-70.2020.5.15.0069;"Multa de 40% do FGTS"
2422;0010274-70.2020.5.15.0069;"Multa do Artigo 467 da CLT"
2423;0010274-70.2020.5.15.0069;"Décimo Terceiro Salário Proporcional"
2424;0010274-70.2020.5.15.0069;"Férias Proporcionais"
2425;0010274-70.2020.5.15.0069;"Saldo de Salário"
2426;0010274-70.2020.5.15.0069;"Horas Extras"
2427;0010274-70.2020.5.15.0069;"Anotação / Baixa / Retificação"
2428;0010274-70.2020.5.15.0069;"Integração em Verbas Rescisórias"
2429;0010274-70.2020.5.15.0069;"Verbas Rescisórias"
2430;0010274-70.2020.5.15.0069;Reflexos
2431;0010274-70.2020.5.15.0069;"Piso Salarial da Categoria / Salário Mínimo Profissional"
2432;0010274-70.2020.5.15.0069;"Adicional de Horas Extras"
2433;0010274-70.2020.5.15.0069;Proporcional
2434;0010274-70.2020.5.15.0069;"Salário / Diferença Salarial"
2435;0010274-70.2020.5.15.0069;"Expurgos Inflacionários"
2436;0010274-70.2020.5.15.0069;CTPS
2437;0010274-70.2020.5.15.0069;"Duração do Trabalho"
2438;0010274-70.2020.5.15.0069;Mínimo
2439;0010274-70.2020.5.15.0069;"Contrato Individual de Trabalho"
2440;0010274-70.2020.5.15.0069;"Piso Salarial"
2441;0010274-70.2020.5.15.0069;"Engenheiro, Arquiteto e Engenheiro Agrônomo"
2442;0010274-70.2020.5.15.0069;"DIREITO DO TRABALHO"
2443;0010274-70.2020.5.15.0069;"Categoria Profissional Especial"
2444;0010274-70.2020.5.15.0069;"Remuneração, Verbas Indenizatórias e Benefícios"
2445;0010274-70.2020.5.15.0069;"Rescisão do Contrato de Trabalho"
2446;0016347-29.2020.5.16.0005;"Indenização por Dano Moral"
2447;0016347-29.2020.5.16.0005;"Multa do Artigo 477 da CLT"
2448;0016347-29.2020.5.16.0005;"Aviso Prévio"
2449;0016347-29.2020.5.16.0005;"Multa de 40% do FGTS"
2450;0016347-29.2020.5.16.0005;"Anotação / Baixa / Retificação"
2451;0016347-29.2020.5.16.0005;"Verbas Rescisórias"
2452;0016347-29.2020.5.16.0005;CTPS
2453;0016347-29.2020.5.16.0005;"Contrato Individual de Trabalho"
2454;0016347-29.2020.5.16.0005;"Responsabilidade Civil do Empregador"
2455;0016347-29.2020.5.16.0005;"DIREITO DO TRABALHO"
2456;0016347-29.2020.5.16.0005;"Rescisão do Contrato de Trabalho"
2457;0016348-14.2020.5.16.0005;"Indenização por Dano Moral"
2458;0016348-14.2020.5.16.0005;"Multa do Artigo 477 da CLT"
2459;0016348-14.2020.5.16.0005;"Aviso Prévio"
2460;0016348-14.2020.5.16.0005;"Multa de 40% do FGTS"
2461;0016348-14.2020.5.16.0005;"Anotação / Baixa / Retificação"
2462;0016348-14.2020.5.16.0005;"Verbas Rescisórias"
2463;0016348-14.2020.5.16.0005;CTPS
2464;0016348-14.2020.5.16.0005;"Contrato Individual de Trabalho"
2465;0016348-14.2020.5.16.0005;"Responsabilidade Civil do Empregador"
2466;0016348-14.2020.5.16.0005;"DIREITO DO TRABALHO"
2467;0016348-14.2020.5.16.0005;"Rescisão do Contrato de Trabalho"
2468;0011136-26.2020.5.18.0241;"Rescisão Indireta"
2469;0011136-26.2020.5.18.0241;"Aviso Prévio"
2470;0011136-26.2020.5.18.0241;"Multa de 40% do FGTS"
2471;0011136-26.2020.5.18.0241;"Liberação / Entrega das Guias"
2472;0011136-26.2020.5.18.0241;"Décimo Terceiro Salário Proporcional"
2473;0011136-26.2020.5.18.0241;"Férias Proporcionais"
2474;0011136-26.2020.5.18.0241;"Verbas Rescisórias"
2475;0011136-26.2020.5.18.0241;"Norma Coletiva - Aplicabilidade / Cumprimento"
2476;0011136-26.2020.5.18.0241;"Seguro Desemprego"
2477;0011136-26.2020.5.18.0241;"Décimo Terceiro Salário"
2478;0011136-26.2020.5.18.0241;"Indenização / Dobra / Terço Constitucional"
2479;0011136-26.2020.5.18.0241;"Ação Rescisória"
2480;0011136-26.2020.5.18.0241;"Gratificação de Férias"
